Si No,Volume ,V/ C Ratio,Speed
2172,1985,0.72,61.02
2173,1979,0.72,61.04
2174,1973,0.72,61.05
2175,1967,0.72,61.07
2176,1961,0.71,61.08
2177,1955,0.71,61.10
2178,1949,0.71,61.11
2179,1943,0.71,61.13
2180,1937,0.70,61.14
2181,1931,0.70,61.16
2182,1925,0.70,61.17
2183,1919,0.70,61.19
2184,1913,0.70,61.20
2185,1907,0.69,61.22
2186,1901,0.69,61.23
2187,1895,0.69,61.25
2188,1889,0.69,61.26
2189,1883,0.68,61.28
2190,1877,0.68,61.29
2191,1871,0.68,61.31
2192,1865,0.68,61.32
2193,1859,0.68,61.34
2194,1853,0.67,61.35
2195,1847,0.67,61.37
2196,1841,0.67,61.38
2197,1835,0.67,61.40
2198,1829,0.67,61.41
2199,1823,0.66,61.43
2200,1817,0.66,61.44
2201,1789,0.65,61.46
2202,1770,0.64,61.47
2203,1760,0.64,61.49
2204,1280,0.64,61.50
2205,1285,0.64,61.52
2206,1290,0.65,61.53
2207,1295,0.65,61.55
2208,1300,0.65,61.56
2209,1305,0.65,61.58
2210,1310,0.66,61.59
2211,1315,0.66,61.61
2212,1320,0.66,61.62
2213,1325,0.66,61.64
2214,1330,0.67,61.65
2215,1335,0.67,61.67
2216,1340,0.67,61.68
2217,1345,0.67,61.70
2218,1350,0.68,61.71
2219,1355,0.68,61.73
2220,1360,0.68,61.74
2221,1365,0.68,61.76
2222,1370,0.69,61.77
2223,1375,0.69,61.79
2224,1380,0.69,61.80
2225,1385,0.69,61.82
2226,1390,0.70,61.83
2227,1395,0.70,61.85
2228,1400,0.70,61.86
2229,1405,0.70,61.88
2230,1410,0.71,61.89
2231,1415,0.71,61.91
2232,1420,0.71,61.92
2233,1425,0.71,61.94
2234,1430,0.72,61.95
2235,1435,0.72,61.97
2236,1440,0.72,61.98
2237,1445,0.72,62.00
2238,1450,0.73,62.01
2239,1455,0.73,62.03
2240,1460,0.73,62.04
2241,1465,0.73,62.06
2242,1470,0.74,62.07
2243,1475,0.74,62.09
2244,1480,0.74,62.10
2245,1485,0.74,62.12
2246,1490,0.75,62.13
2247,1495,0.75,62.15
2248,1500,0.75,62.16
2249,1505,0.75,62.18
2250,1510,0.76,62.19
2251,1515,0.76,62.21
2252,1520,0.76,62.22
2253,1525,0.76,62.24
2254,1530,0.77,62.25
2255,1535,0.77,62.27
2256,1540,0.77,62.28
2257,1545,0.77,62.30
2258,1550,0.78,62.31
2259,1555,0.78,62.33
2260,1560,0.78,62.34
2261,1565,0.78,62.36
2262,1570,0.79,62.37
2263,1575,0.79,62.39
2264,1580,0.79,62.40
2265,1585,0.79,62.42
2266,1590,0.80,62.43
2267,1595,0.80,62.45
2268,1600,0.80,62.46
2269,1605,0.80,62.48
2270,1610,0.81,62.49
2271,1615,0.81,62.51
2272,1620,0.81,62.52
2273,1625,0.81,62.54
2274,1630,0.82,62.55
2275,1635,0.82,62.57
2276,1640,0.82,62.58
2277,1645,0.82,62.60
2278,1650,0.83,62.61
2279,1655,0.83,62.63
2280,1660,0.83,62.64
2281,1665,0.83,62.66
2282,1670,0.84,62.67
2283,1675,0.84,62.69
2284,1680,0.84,62.70
2285,1685,0.84,62.72
2286,1690,0.85,62.73
2287,1695,0.85,62.75
2288,1700,0.85,62.76
2289,1705,0.85,62.78
2290,1710,0.86,62.79
2291,1715,0.86,62.81
2292,1720,0.86,62.82
2293,1725,0.86,62.84
2294,1730,0.87,62.85
2295,1735,0.87,62.87
2296,1740,0.87,62.88
2297,1745,0.87,62.90
2298,1685,0.84,62.91
2299,1695,0.85,62.93
2300,1705,0.85,62.94
2301,1715,0.86,62.96
2302,1725,0.86,62.97
2303,1735,0.87,62.99
2304,960,0.64,63.00
2305,965,0.64,63.02
2306,970,0.65,63.03
2307,975,0.65,63.05
2308,980,0.65,63.06
2309,985,0.66,63.08
2310,990,0.66,63.09
2311,995,0.66,63.11
2312,1000,0.67,63.12
2313,1005,0.67,63.14
2314,1010,0.67,63.15
2315,1015,0.68,63.17
2316,1020,0.68,63.18
2317,1025,0.68,63.20
2318,1030,0.69,63.21
2319,1035,0.69,63.23
2320,1040,0.69,63.24
2321,1045,0.70,63.26
2322,1050,0.70,63.27
2323,1055,0.70,63.29
2324,1060,0.71,63.30
2325,1065,0.71,63.32
2326,1070,0.71,63.33
2327,1075,0.72,63.35
2328,1080,0.72,63.36
2329,1085,0.72,63.38
2330,1090,0.73,63.39
2331,1095,0.73,63.41
2332,1100,0.73,63.42
2333,1105,0.74,63.44
2334,1110,0.74,63.45
2335,1115,0.74,63.47
2336,1120,0.75,63.48
2337,1125,0.75,63.50
2338,1130,0.75,63.51
2339,1135,0.76,63.53
2340,1140,0.76,63.54
2341,1145,0.76,63.56
2342,1150,0.77,63.57
2343,1155,0.77,63.59
2344,1160,0.77,63.60
2345,1165,0.78,63.62
2346,1170,0.78,63.63
2347,1175,0.78,63.65
2348,1180,0.79,63.66
2349,1185,0.79,63.68
2350,1190,0.79,63.69
2351,1195,0.80,63.71
2352,1200,0.80,63.72
2353,1205,0.80,63.74
2354,1210,0.81,63.75
2355,1215,0.81,63.77
2356,1220,0.81,63.78
2357,1225,0.82,63.80
2358,1230,0.82,63.81
2359,1235,0.82,63.83
2360,1240,0.83,63.84
2361,1245,0.83,63.86
2362,1250,0.83,63.87
2363,1255,0.84,63.89
2364,1260,0.84,63.90
2365,1265,0.84,63.92
2366,1270,0.85,63.93
2367,1275,0.85,63.95
2368,1280,0.85,63.96
2369,1285,0.86,63.98
2370,1290,0.86,63.99
2371,1295,0.86,64.01
2372,1300,0.87,64.02
2373,960,0.64,64.04
2374,980,0.65,64.05
2375,1000,0.67,64.07
2376,1020,0.68,64.08
2377,1040,0.69,64.10
2378,1060,0.71,64.11
2379,1080,0.72,64.13
2380,1100,0.73,64.14
2381,1120,0.75,64.16
2382,1140,0.76,64.17
2383,1160,0.77,64.19
2384,1180,0.79,64.20
2385,1200,0.80,64.22
2386,1220,0.81,64.23
2387,1240,0.83,64.25
2388,1260,0.84,64.26
2389,1280,0.85,64.28
2390,1300,0.87,64.29
2391,965,0.64,64.31
2392,962,0.64,64.32
2393,959,0.64,64.34
2394,956,0.64,64.35
2395,953,0.64,64.37
2396,950,0.63,64.38
2397,947,0.63,64.40
2398,944,0.63,64.41
2399,941,0.63,64.43
2400,938,0.63,64.44
2401,935,0.62,64.46
2402,932,0.62,64.47
2403,929,0.62,64.49
2404,864,0.64,64.50
2405,867,0.64,64.52
2406,870,0.64,64.53
2407,873,0.65,64.55
2408,876,0.65,64.56
2409,879,0.65,64.58
2410,882,0.65,64.59
2411,885,0.66,64.61
2412,888,0.66,64.62
2413,891,0.66,64.64
2414,894,0.66,64.65
2415,897,0.66,64.67
2416,900,0.67,64.68
2417,903,0.67,64.70
2418,906,0.67,64.71
2419,909,0.67,64.73
2420,912,0.68,64.74
2421,915,0.68,64.76
2422,918,0.68,64.77
2423,921,0.68,64.79
2424,924,0.68,64.80
2425,927,0.69,64.82
2426,930,0.69,64.83
2427,933,0.69,64.85
2428,936,0.69,64.86
2429,939,0.70,64.88
2430,942,0.70,64.89
2431,945,0.70,64.91
2432,948,0.70,64.92
2433,951,0.70,64.94
2434,954,0.71,64.95
2435,957,0.71,64.97
2436,960,0.71,64.98
2437,963,0.71,65.00
2438,966,0.72,65.01
2439,969,0.72,65.03
2440,972,0.72,65.04
2441,975,0.72,65.06
2442,978,0.72,65.07
2443,981,0.73,65.09
2444,984,0.73,65.10
2445,987,0.73,65.12
2446,990,0.73,65.13
2447,993,0.74,65.15
2448,996,0.74,65.16
2449,999,0.74,65.18
2450,1002,0.74,65.19
2451,1005,0.74,65.21
2452,1008,0.75,65.22
2453,1011,0.75,65.24
2454,1014,0.75,65.25
2455,1017,0.75,65.27
2456,1020,0.76,65.28
2457,1023,0.76,65.30
2458,1026,0.76,65.31
2459,1029,0.76,65.33
2460,1032,0.76,65.34
2461,1035,0.77,65.36
2462,1038,0.77,65.37
2463,1041,0.77,65.39
2464,1044,0.77,65.40
2465,1047,0.78,65.42
2466,1050,0.78,65.43
2467,1053,0.78,65.45
2468,1056,0.78,65.46
2469,1059,0.78,65.48
2470,1062,0.79,65.49
2471,1065,0.79,65.51
2472,1068,0.79,65.52
2473,1071,0.79,65.54
2474,1074,0.80,65.55
2475,1077,0.80,65.57
2476,1080,0.80,65.58
2477,1083,0.80,65.60
2478,1086,0.80,65.61
2479,1089,0.81,65.63
2480,1092,0.81,65.64
2481,1095,0.81,65.66
2482,1098,0.81,65.67
2483,1101,0.82,65.69
2484,1104,0.82,65.70
2485,1107,0.82,65.72
2486,1110,0.82,65.73
2487,1113,0.82,65.75
2488,1116,0.83,65.76
2489,1119,0.83,65.78
2490,1122,0.83,65.79
2491,1125,0.83,65.81
2492,1128,0.84,65.82
2493,1131,0.84,65.84
2494,1134,0.84,65.85
2495,1137,0.84,65.87
2496,1140,0.84,65.88
2497,1143,0.85,65.90
2498,1146,0.85,65.91
2499,1149,0.85,65.93
2500,1152,0.85,65.94
2501,1155,0.86,65.96
2502,1158,0.86,65.97
2503,1161,0.86,65.99
2504,770,0.64,66.00
2505,773,0.64,66.02
2506,776,0.65,66.03
2507,779,0.65,66.05
2508,782,0.65,66.06
2509,785,0.65,66.08
2510,788,0.66,66.09
2511,791,0.66,66.11
2512,794,0.66,66.12
2513,797,0.66,66.14
2514,800,0.67,66.15
2515,803,0.67,66.17
2516,806,0.67,66.18
2517,809,0.67,66.20
2518,812,0.68,66.21
2519,815,0.68,66.23
2520,818,0.68,66.24
2521,821,0.68,66.26
2522,824,0.69,66.27
2523,827,0.69,66.29
2524,830,0.69,66.30
2525,833,0.69,66.32
2526,836,0.70,66.33
2527,839,0.70,66.35
2528,842,0.70,66.36
2529,845,0.70,66.38
2530,848,0.71,66.39
2531,851,0.71,66.41
2532,854,0.71,66.42
2533,857,0.71,66.44
2534,860,0.72,66.45
2535,863,0.72,66.47
2536,866,0.72,66.48
2537,869,0.72,66.50
2538,872,0.73,66.51
2539,875,0.73,66.53
2540,878,0.73,66.54
2541,881,0.73,66.56
2542,884,0.74,66.57
2543,887,0.74,66.59
2544,890,0.74,66.60
2545,893,0.74,66.62
2546,896,0.75,66.63
2547,899,0.75,66.65
2548,902,0.75,66.66
2549,905,0.75,66.68
2550,908,0.76,66.69
2551,911,0.76,66.71
2552,914,0.76,66.72
2553,917,0.76,66.74
2554,920,0.77,66.75
2555,923,0.77,66.77
2556,926,0.77,66.78
2557,929,0.77,66.80
2558,932,0.78,66.81
2559,935,0.78,66.83
2560,938,0.78,66.84
2561,941,0.78,66.86
2562,944,0.79,66.87
2563,947,0.79,66.89
2564,950,0.79,66.90
2565,953,0.79,66.92
2566,956,0.80,66.93
2567,959,0.80,66.95
2568,962,0.80,66.96
2569,965,0.80,66.98
2570,968,0.81,66.99
2571,971,0.81,67.01
2572,974,0.81,67.02
2573,977,0.81,67.04
2574,980,0.82,67.05
2575,983,0.82,67.07
2576,986,0.82,67.08
2577,989,0.82,67.10
2578,992,0.83,67.11
2579,995,0.83,67.13
2580,998,0.83,67.14
2581,1001,0.83,67.16
2582,1004,0.84,67.17
2583,1007,0.84,67.19
2584,1010,0.84,67.20
2585,1013,0.84,67.22
2586,1016,0.85,67.23
2587,1019,0.85,67.25
2588,1022,0.85,67.26
2589,1025,0.85,67.28
2590,1028,0.86,67.29
2591,1031,0.86,67.31
2592,1034,0.86,67.32
2593,1037,0.86,67.34
2594,1040,0.87,67.35
2595,1043,0.87,67.37
2596,1046,0.87,67.38
2597,1022,0.85,67.40
2598,1021,0.85,67.41
2599,1020,0.85,67.43
2600,1019,0.85,67.44
2601,1018,0.85,67.46
2602,1017,0.85,67.47
2603,1016,0.85,67.49
2604,640,0.64,67.50
2605,642,0.64,67.52
2606,644,0.64,67.53
2607,646,0.65,67.55
2608,648,0.65,67.56
2609,650,0.65,67.58
2610,652,0.65,67.59
2611,654,0.65,67.61
2612,656,0.66,67.62
2613,658,0.66,67.64
2614,660,0.66,67.65
2615,662,0.66,67.67
2616,664,0.66,67.68
2617,666,0.67,67.70
2618,668,0.67,67.71
2619,670,0.67,67.73
2620,672,0.67,67.74
2621,674,0.67,67.76
2622,676,0.68,67.77
2623,678,0.68,67.79
2624,680,0.68,67.80
2625,682,0.68,67.82
2626,684,0.68,67.83
2627,686,0.69,67.85
2628,688,0.69,67.86
2629,690,0.69,67.88
2630,692,0.69,67.89
2631,694,0.69,67.91
2632,696,0.70,67.92
2633,698,0.70,67.94
2634,700,0.70,67.95
2635,702,0.70,67.97
2636,704,0.70,67.98
2637,706,0.71,68.00
2638,708,0.71,68.01
2639,710,0.71,68.03
2640,712,0.71,68.04
2641,714,0.71,68.06
2642,716,0.72,68.07
2643,718,0.72,68.09
2644,720,0.72,68.10
2645,722,0.72,68.12
2646,724,0.72,68.13
2647,726,0.73,68.15
2648,728,0.73,68.16
2649,730,0.73,68.18
2650,732,0.73,68.19
2651,734,0.73,68.21
2652,736,0.74,68.22
2653,738,0.74,68.24
2654,740,0.74,68.25
2655,742,0.74,68.27
2656,744,0.74,68.28
2657,746,0.75,68.30
2658,748,0.75,68.31
2659,750,0.75,68.33
2660,752,0.75,68.34
2661,754,0.75,68.36
2662,756,0.76,68.37
2663,758,0.76,68.39
2664,760,0.76,68.40
2665,762,0.76,68.42
2666,764,0.76,68.43
2667,766,0.77,68.45
2668,768,0.77,68.46
2669,770,0.77,68.48
2670,772,0.77,68.49
2671,774,0.77,68.51
2672,776,0.78,68.52
2673,778,0.78,68.54
2674,780,0.78,68.55
2675,782,0.78,68.57
2676,784,0.78,68.58
2677,786,0.79,68.60
2678,788,0.79,68.61
2679,790,0.79,68.63
2680,792,0.79,68.64
2681,794,0.79,68.66
2682,796,0.80,68.67
2683,798,0.80,68.69
2684,800,0.80,68.70
2685,802,0.80,68.72
2686,804,0.80,68.73
2687,806,0.81,68.75
2688,808,0.81,68.76
2689,810,0.81,68.78
2690,812,0.81,68.79
2691,814,0.81,68.81
2692,816,0.82,68.82
2693,822,0.82,68.84
2694,828,0.83,68.85
2695,834,0.83,68.87
2696,840,0.84,68.88
2697,846,0.85,68.90
2698,852,0.85,68.91
2699,858,0.86,68.93
2700,864,0.86,68.94
2701,870,0.87,68.96
2702,871,0.87,68.97
2703,872,0.87,68.99
2704,2240,0.64,69.00
2705,2248,0.64,69.02
2706,2256,0.64,69.03
2707,2264,0.65,69.05
2708,2272,0.65,69.06
2709,2280,0.65,69.08
2710,2288,0.65,69.09
2711,2296,0.66,69.11
2712,2304,0.66,69.12
2713,2312,0.66,69.14
2714,2320,0.66,69.15
2715,2328,0.67,69.17
2716,2336,0.67,69.18
2717,2344,0.67,69.20
2718,2352,0.67,69.21
2719,2360,0.67,69.23
2720,2368,0.68,69.24
2721,2376,0.68,69.26
2722,2384,0.68,69.27
2723,2392,0.68,69.29
2724,2400,0.69,69.30
2725,2408,0.69,69.32
2726,2416,0.69,69.33
2727,2424,0.69,69.35
2728,2432,0.69,69.36
2729,2440,0.70,69.38
2730,2448,0.70,69.39
2731,2456,0.70,69.41
2732,2464,0.70,69.42
2733,2472,0.71,69.44
2734,2480,0.71,69.45
2735,2488,0.71,69.47
2736,2496,0.71,69.48
2737,2504,0.72,69.50
2738,2512,0.72,69.51
2739,2520,0.72,69.53
2740,2528,0.72,69.54
2741,2536,0.72,69.56
2742,2544,0.73,69.57
2743,2552,0.73,69.59
2744,2560,0.73,69.60
2745,2568,0.73,69.62
2746,2576,0.74,69.63
2747,2584,0.74,69.65
2748,2592,0.74,69.66
2749,2600,0.74,69.68
2750,2608,0.75,69.69
2751,2616,0.75,69.71
2752,2624,0.75,69.72
2753,2632,0.75,69.74
2754,2640,0.75,69.75
2755,2648,0.76,69.77
2756,2656,0.76,69.78
2757,2664,0.76,69.80
2758,2672,0.76,69.81
2759,2680,0.77,69.83
2760,2688,0.77,69.84
2761,2696,0.77,69.86
2762,2704,0.77,69.87
2763,2712,0.77,69.89
2764,2720,0.78,69.90
2765,2728,0.78,69.92
2766,2736,0.78,69.93
2767,2744,0.78,69.95
2768,2752,0.79,69.96
2769,2760,0.79,69.98
2770,2768,0.79,69.99
2771,2776,0.79,70.01
2772,2784,0.80,70.02
2773,2792,0.80,70.04
2774,2800,0.80,70.05
2775,2808,0.80,70.07
2776,2816,0.80,70.08
2777,2824,0.81,70.10
2778,2832,0.81,70.11
2779,2840,0.81,70.13
2780,2848,0.81,70.14
2781,2856,0.82,70.16
2782,2864,0.82,70.17
2783,2872,0.82,70.19
2784,2880,0.82,70.20
2785,2888,0.83,70.22
2786,2896,0.83,70.23
2787,2904,0.83,70.25
2788,2912,0.83,70.26
2789,2920,0.83,70.28
2790,2928,0.84,70.29
2791,2936,0.84,70.31
2792,2944,0.84,70.32
2793,2952,0.84,70.34
2794,2960,0.85,70.35
2795,2968,0.85,70.37
2796,2976,0.85,70.38
2797,2984,0.85,70.40
2798,2992,0.85,70.41
2799,3000,0.86,70.43
2800,3010,0.86,70.44
2801,3020,0.86,70.46
2802,3030,0.87,70.47
2803,3040,0.87,70.49
2804,2080,0.69,70.50
2805,2088,0.64,70.52
2806,2096,0.64,70.53
2807,2104,0.65,70.55
2808,2112,0.65,70.56
2809,2120,0.65,70.58
2810,2128,0.65,70.59
2811,2136,0.66,70.61
2812,2144,0.66,70.62
2813,2152,0.66,70.64
2814,2160,0.66,70.65
2815,2168,0.67,70.67
2816,2176,0.67,70.68
2817,2184,0.67,70.70
2818,2192,0.67,70.71
2819,2200,0.68,70.73
2820,2208,0.68,70.74
2821,2216,0.68,70.76
2822,2224,0.68,70.77
2823,2232,0.69,70.79
2824,2240,0.69,70.80
2825,2248,0.69,70.82
2826,2256,0.69,70.83
2827,2264,0.70,70.85
2828,2272,0.70,70.86
2829,2280,0.70,70.88
2830,2288,0.70,70.89
2831,2296,0.71,70.91
2832,2304,0.71,70.92
2833,2312,0.71,70.94
2834,2320,0.71,70.95
2835,2328,0.72,70.97
2836,2336,0.72,70.98
2837,2344,0.72,71.00
2838,2352,0.72,71.01
2839,2360,0.73,71.03
2840,2368,0.73,71.04
2841,2376,0.73,71.06
2842,2384,0.73,71.07
2843,2392,0.74,71.09
2844,2400,0.74,71.10
2845,2408,0.74,71.12
2846,2416,0.74,71.13
2847,2424,0.75,71.15
2848,2432,0.75,71.16
2849,2440,0.75,71.18
2850,2448,0.75,71.19
2851,2456,0.76,71.21
2852,2464,0.76,71.22
2853,2472,0.76,71.24
2854,2480,0.76,71.25
2855,2488,0.77,71.27
2856,2496,0.77,71.28
2857,2504,0.77,71.30
2858,2512,0.77,71.31
2859,2520,0.78,71.33
2860,2528,0.78,71.34
2861,2536,0.78,71.36
2862,2544,0.78,71.37
2863,2552,0.79,71.39
2864,2560,0.79,71.40
2865,2568,0.79,71.42
2866,2576,0.79,71.43
2867,2584,0.80,71.45
2868,2592,0.80,71.46
2869,2600,0.80,71.48
2870,2608,0.80,71.49
2871,2616,0.80,71.51
2872,2624,0.81,71.52
2873,2632,0.81,71.54
2874,2640,0.81,71.55
2875,2648,0.81,71.57
2876,2656,0.82,71.58
2877,2664,0.82,71.60
2878,2672,0.82,71.61
2879,2680,0.82,71.63
2880,2688,0.83,71.64
2881,2696,0.83,71.66
2882,2704,0.83,71.67
2883,2712,0.83,71.69
2884,2720,0.84,71.70
2885,2728,0.84,71.72
2886,2736,0.84,71.73
2887,2744,0.84,71.75
2888,2752,0.85,71.76
2889,2760,0.85,71.78
2890,2768,0.85,71.79
2891,2776,0.85,71.81
2892,2784,0.86,71.82
2893,2792,0.86,71.84
2894,2800,0.86,71.85
2895,2805,0.86,71.87
2896,2810,0.86,71.88
2897,2815,0.87,71.90
2898,2820,0.87,71.91
2899,2825,0.87,71.93
2900,2830,0.87,71.94
2901,2835,0.87,71.96
2902,2828,0.87,71.97
2903,2829,0.87,71.99
2904,1920,0.64,72.00
2905,1927,0.64,72.02
2906,1934,0.64,72.03
2907,1941,0.65,72.05
2908,1948,0.65,72.06
2909,1955,0.65,72.08
2910,1962,0.65,72.09
2911,1969,0.66,72.11
2912,1976,0.66,72.12
2913,1983,0.66,72.14
2914,1990,0.66,72.15
2915,1997,0.67,72.17
2916,2004,0.67,72.18
2917,2011,0.67,72.20
2918,2018,0.67,72.21
2919,2025,0.68,72.23
2920,2032,0.68,72.24
2921,2039,0.68,72.26
2922,2046,0.68,72.27
2923,2053,0.68,72.29
2924,2060,0.69,72.30
2925,2067,0.69,72.32
2926,2074,0.69,72.33
2927,2081,0.69,72.35
2928,2088,0.70,72.36
2929,2095,0.70,72.38
2930,2102,0.70,72.39
2931,2109,0.70,72.41
2932,2116,0.71,72.42
2933,2123,0.71,72.44
2934,2130,0.71,72.45
2935,2137,0.71,72.47
2936,2144,0.71,72.48
2937,2151,0.72,72.50
2938,2158,0.72,72.51
2939,2165,0.72,72.53
2940,2172,0.72,72.54
2941,2179,0.73,72.56
2942,2186,0.73,72.57
2943,2193,0.73,72.59
2944,2200,0.73,72.60
2945,2207,0.74,72.62
2946,2214,0.74,72.63
2947,2221,0.74,72.65
2948,2228,0.74,72.66
2949,2235,0.75,72.68
2950,2242,0.75,72.69
2951,2249,0.75,72.71
2952,2256,0.75,72.72
2953,2263,0.75,72.74
2954,2270,0.76,72.75
2955,2277,0.76,72.77
2956,2284,0.76,72.78
2957,2291,0.76,72.80
2958,2298,0.77,72.81
2959,2305,0.77,72.83
2960,2312,0.77,72.84
2961,2319,0.77,72.86
2962,2326,0.78,72.87
2963,2333,0.78,72.89
2964,2340,0.78,72.90
2965,2347,0.78,72.92
2966,2354,0.78,72.93
2967,2361,0.79,72.95
2968,2368,0.79,72.96
2969,2375,0.79,72.98
2970,2382,0.79,72.99
2971,2389,0.80,73.01
2972,2396,0.80,73.02
2973,2403,0.80,73.04
2974,2410,0.80,73.05
2975,2417,0.81,73.07
2976,2424,0.81,73.08
2977,2431,0.81,73.10
2978,2438,0.81,73.11
2979,2445,0.82,73.13
2980,2452,0.82,73.14
2981,2459,0.82,73.16
2982,2466,0.82,73.17
2983,2473,0.82,73.19
2984,2480,0.83,73.20
2985,2487,0.83,73.22
2986,2494,0.83,73.23
2987,2501,0.83,73.25
2988,2508,0.84,73.26
2989,2515,0.84,73.28
2990,2522,0.84,73.29
2991,2529,0.84,73.31
2992,2536,0.85,73.32
2993,2543,0.85,73.34
2994,2550,0.85,73.35
2995,2557,0.85,73.37
2996,2564,0.85,73.38
2997,2571,0.86,73.40
2998,2578,0.86,73.41
2999,2585,0.86,73.43
3000,2592,0.86,73.44
3001,2599,0.87,73.46
3002,2606,0.87,73.47
3003,2613,0.87,73.49
3004,1865,0.64,73.50
3005,1870,0.64,73.52
3006,1875,0.65,73.53
3007,1880,0.65,73.55
3008,1885,0.65,73.56
3009,1890,0.65,73.58
3010,1895,0.65,73.59
3011,1900,0.66,73.61
3012,1905,0.66,73.62
3013,1910,0.66,73.64
3014,1915,0.66,73.65
3015,1920,0.66,73.67
3016,1925,0.66,73.68
3017,1930,0.67,73.70
3018,1935,0.67,73.71
3019,1940,0.67,73.73
3020,1945,0.67,73.74
3021,1950,0.67,73.76
3022,1955,0.67,73.77
3023,1960,0.68,73.79
3024,1965,0.68,73.80
3025,1970,0.68,73.82
3026,1975,0.68,73.83
3027,1980,0.68,73.85
3028,1985,0.68,73.86
3029,1990,0.69,73.88
3030,1995,0.69,73.89
3031,2000,0.69,73.91
3032,2005,0.69,73.92
3033,2010,0.69,73.94
3034,2015,0.69,73.95
3035,2020,0.70,73.97
3036,2025,0.70,73.98
3037,2030,0.70,74.00
3038,2035,0.70,74.01
3039,2040,0.70,74.03
3040,2045,0.71,74.04
3041,2050,0.71,74.06
3042,2055,0.71,74.07
3043,2060,0.71,74.09
3044,2065,0.71,74.10
3045,2070,0.71,74.12
3046,2075,0.72,74.13
3047,2080,0.72,74.15
3048,2085,0.72,74.16
3049,2090,0.72,74.18
3050,2095,0.72,74.19
3051,2100,0.72,74.21
3052,2105,0.73,74.22
3053,2110,0.73,74.24
3054,2115,0.73,74.25
3055,2120,0.73,74.27
3056,2125,0.73,74.28
3057,2130,0.73,74.30
3058,2135,0.74,74.31
3059,2140,0.74,74.33
3060,2145,0.74,74.34
3061,2150,0.74,74.36
3062,2155,0.74,74.37
3063,2160,0.74,74.39
3064,2165,0.75,74.40
3065,2170,0.75,74.42
3066,2175,0.75,74.43
3067,2180,0.75,74.45
3068,2185,0.75,74.46
3069,2190,0.76,74.48
3070,2195,0.76,74.49
3071,2200,0.76,74.51
3072,2205,0.76,74.52
3073,2210,0.76,74.54
3074,2215,0.76,74.55
3075,2220,0.77,74.57
3076,2225,0.77,74.58
3077,2230,0.77,74.60
3078,2235,0.77,74.61
3079,2240,0.77,74.63
3080,2245,0.77,74.64
3081,2250,0.78,74.66
3082,2255,0.78,74.67
3083,2260,0.78,74.69
3084,2265,0.78,74.70
3085,2270,0.78,74.72
3086,2275,0.78,74.73
3087,2280,0.79,74.75
3088,2285,0.79,74.76
3089,2290,0.79,74.78
3090,2295,0.79,74.79
3091,2300,0.79,74.81
3092,2305,0.79,74.82
3093,2310,0.80,74.84
3094,2315,0.80,74.85
3095,2320,0.80,74.87
3096,2325,0.80,74.88
3097,2330,0.80,74.90
3098,2335,0.81,74.91
3099,2340,0.81,74.93
3100,2345,0.81,74.94
3101,2350,0.81,74.96
3102,2355,0.81,74.97
3103,2360,0.81,74.99
3104,2365,0.82,75.00
3105,2390,0.87,50.00
3106,2394,0.87,50.01
3107,2398,0.87,50.02
3108,2402,0.87,50.03
3109,2406,0.87,50.04
3110,2410,0.88,50.05
3111,2414,0.88,50.06
3112,2418,0.88,50.07
3113,2422,0.88,50.08
3114,2426,0.88,50.09
3115,2430,0.88,50.10
3116,2434,0.89,50.11
3117,2438,0.89,50.12
3118,2442,0.89,50.13
3119,2446,0.89,50.14
3120,2450,0.89,50.15
3121,2454,0.89,50.16
3122,2458,0.89,50.17
3123,2462,0.90,50.18
3124,2466,0.90,50.19
3125,2470,0.90,50.20
3126,2474,0.90,50.21
3127,2478,0.90,50.22
3128,2482,0.90,50.23
3129,2486,0.90,50.24
3130,2490,0.91,50.25
3131,2494,0.91,50.26
3132,2498,0.91,50.27
3133,2502,0.91,50.28
3134,2506,0.91,50.29
3135,2510,0.91,50.30
3136,2514,0.91,50.31
3137,2518,0.92,50.32
3138,2522,0.92,50.33
3139,2526,0.92,50.34
3140,2530,0.92,50.35
3141,2534,0.92,50.36
3142,2538,0.92,50.37
3143,2542,0.92,50.38
3144,2546,0.93,50.39
3145,2550,0.93,50.40
3146,2554,0.93,50.41
3147,2558,0.93,50.42
3148,2562,0.93,50.43
3149,2566,0.93,50.44
3150,2570,0.93,50.45
3151,2574,0.94,50.46
3152,2578,0.94,50.47
3153,2582,0.94,50.48
3154,2586,0.94,50.49
3155,2590,0.94,50.50
3156,2594,0.94,50.51
3157,2598,0.94,50.52
3158,2602,0.95,50.53
3159,2606,0.95,50.54
3160,2610,0.95,50.55
3161,2614,0.95,50.56
3162,2618,0.95,50.57
3163,2622,0.95,50.58
3164,2626,0.95,50.59
3165,2630,0.96,50.60
3166,2634,0.96,50.61
3167,2638,0.96,50.62
3168,2642,0.96,50.63
3169,2646,0.96,50.64
3170,2650,0.96,50.65
3171,2654,0.97,50.66
3172,2658,0.97,50.67
3173,2662,0.97,50.68
3174,2666,0.97,50.69
3175,2670,0.97,50.70
3176,2674,0.97,50.71
3177,2678,0.97,50.72
3178,2682,0.98,50.73
3179,2686,0.98,50.74
3180,2690,0.98,50.75
3181,2694,0.98,50.76
3182,2698,0.98,50.77
3183,2702,0.98,50.78
3184,2706,0.98,50.79
3185,2710,0.99,50.80
3186,2714,0.99,50.81
3187,2718,0.99,50.82
